SeqNum,Rate,Velocity,IPI,Distance,DurationDiff,X,Y,Z,Timestamp,Duration,Level
1,11.5593016255268,8.39596554767676,0.0865104166666667,0.726338477848495,-0.000260416666666667,-7.68345065504061,-7.82375092798504,0.170399848010786,0.758364583333333,0.0036875,42.3147966663985
1,11.4095555027335,9.40089377354759,0.0876458333333333,0.823949168860723,-0.000239583333333333,-7.73759720235449,-7.01565839510209,0.0189176953357141,0.846010416666667,0.00344791666666667,49.9719721344922
1,12.9345189975748,12.2247002952696,0.0773125,0.945122141578034,2.08333333333332e-05,-7.35549049951877,-6.16136773282199,-0.113134546182965,0.923322916666667,0.00346875,50.2990246200724
1,14.3605086013463,2.81932512545896,0.0696354166666667,0.196324879830137,-6.25000000000001e-05,-7.35694454150826,-5.96637687560454,-0.135936076916982,0.992958333333333,0.00340625,56.0297787314722
1,12.9171151776103,14.8707995043436,0.0774166666666667,1.1512477282946,0.000291666666666667,-6.47301227028533,-5.23863622706733,-0.256055268808972,1.070375,0.00369791666666667,53.9092038793224
1,13.7201657853366,11.0795701375122,0.0728854166666666,0.807539085960131,-0.000380208333333333,-5.76111497910249,-4.86273474293583,-0.319456344411803,1.14326041666667,0.00331770833333333,58.0598908539271
1,13.0861504907307,21.9072043686726,0.0764166666666666,1.67407553383939,0.00034375,-4.34969626924821,-3.97434115741703,-0.465,1.21967708333333,0.00366145833333333,61.3383995341331
1,12.5277306537909,5.69387667833397,0.0798229166666669,0.454501843604931,-2.08333333333332e-05,-3.94123654656784,-4.16225831705065,-0.531480989037387,1.2995,0.003640625,51.5320208577587
1,12.0323369054334,10.8828071865068,0.0831093749999998,0.90446330351609,0.000182291666666667,-3.05763928492142,-3.99646724297381,-0.630592372715696,1.382609375,0.00382291666666667,59.1874587789113
1,11.9032858028518,5.93357617886596,0.0840104166666666,0.498482207109937,0.000578125,-2.73606452316471,-4.37192299145411,-0.694679534763969,1.46661979166667,0.00440104166666667,42.8494366938504
1,11.7740847488808,5.24437070898632,0.0849322916666668,0.44541642266375,-0.000526041666666667,-2.32191729275987,-4.51746219472096,-0.770152718339489,1.55155208333333,0.003875,52.5123956224642
1,11.36498165029,4.054613309772,0.0879895833333333,0.356763735704626,0.00110416666666667,-1.98373692468333,-4.40388962107902,-0.774111541129571,1.63954166666667,0.00497916666666667,37.856163992966
1,11.1233416372169,9.80736611767204,0.0899010416666666,0.881692429985088,0.00324479166666667,-2.22765066410939,-5.25088382430839,-0.75201066992396,1.72944270833333,0.00822395833333333,39.9929530004991
1,11.5107913669065,15.2216231511187,0.086875,1.32237851125344,-0.00308854166666667,-2.61493177171048,-6.51153320835552,-0.654740935567828,1.81631770833333,0.00513541666666667,40.9558362024402
1,10.7112970711297,1.26604312732833,0.0933593750000001,0.118196995090418,0.00313020833333333,-2.64321537387388,-6.61373273668955,-0.602531512037512,1.90967708333333,0.008265625,40.2249284678357
1,11.4360593245577,14.1940238475742,0.0874427083333333,1.24116388737981,0.000421875,-3.01989616588302,-7.78833243848749,-0.465,1.99711979166667,0.0086875,35.5199731306572
2,12.6182965299685,6.92793091762076,0.0792499999999999,0.549038525221444,0.000479166666666667,-4.37673427481477,-7.52816322293318,-0.246531121912812,0.936067708333333,0.003625,49.2894750581662
2,12.8436684728075,7.39206995463731,0.0778593750000001,0.57554194662434,-0.000307291666666667,-4.59826238209669,-7.00449154659268,-0.335647929569688,1.01392708333333,0.00331770833333333,59.0011015772919
2,12.3282393733145,7.39805716270065,0.0811145833333333,0.600090324228645,-9.89583333333337e-05,-4.80087123516777,-6.44826290750132,-0.433972651509978,1.09504166666667,0.00321875,47.3539856060208
2,12.246460007654,7.2136377461857,0.08165625,0.589038607211976,0.0001875,-5.01493985951634,-5.91296411403298,-0.554787826745015,1.17669791666667,0.00340625,55.0839905830304
2,12.6540565478152,6.41145994543818,0.0790260416666666,0.506672300792361,-0.000125,-5.36072065950433,-5.56773897243276,-0.68884774005618,1.25572395833333,0.00328125,60.0810399958305
2,19.3880642229627,9.33880708999076,0.051578125,0.48167815943843,-0.000364583333333333,-5.44216523598566,-5.10902628710787,-0.811172318795709,1.30730208333333,0.00291666666666667,47.9159211547023
2,21.3832275309055,7.52601710438178,0.0467656249999999,0.351958893647104,5.20833333333319e-06,-5.76557756850082,-4.99663556187925,-0.892706672763702,1.35406770833333,0.002921875,43.0540581758546
2,25.8934592043155,6.24731455508216,0.0386197916666668,0.241269986593408,-0.000171875,-5.91031814158939,-4.80863502074868,-0.936492166564648,1.3926875,0.00275,19.7767615491957
2,66.8058455114824,9.61009147437686,0.01496875,0.143851056757078,7.29166666666669e-05,-5.87437426622258,-4.67111274036973,-0.958600688747608,1.40765625,0.00282291666666667,22.7344662134228
2,76.0697305863717,15.4810858719649,0.0131458333333332,0.20351177469187,-5.72916666666669e-05,-5.77321021519964,-4.49453574596308,-0.960456022997283,1.42080208333333,0.002765625,51.8042605152076
2,87.3521383075515,16.6412831350063,0.0114479166666668,0.19050802255596,0.00913020833333333,-5.9502929174883,-4.56369960285334,-0.972759847946952,1.43225,0.0118958333333333,43.846146747095
2,138.03019410496,12.4166826997357,0.00724479166666669,0.0899562793506894,-0.000270833333333333,0.242417306358284,-0,-2.86399742277749,1.50163020833333,0.0146770833333333,39.5697160104319
2,148.148148148147,7.1391730319718,0.00675000000000003,0.0481894179658099,0.00384375,-0.224317036413428,-0,-0.460426410008488,1.51553125,0.0180572916666667,36.2050391401351
